feature,importance
xbh_per_game,0.45419687
wOBA,0.21757685
SLG,0.15920529
hr_per_game,0.056420088
wRC+,0.044747084
K%,0.02159382
BABIP,0.014876804
ISO,0.013198658
BB%,0.011689838
home_park_hr_factor,0.0026513408
opp_avg_sp_siera,0.001788277
opp_avg_sp_k_pct,0.0015751375
opp_avg_sp_xfip,0.00047985907
opp_avg_sp_swstr_pct,0.0
opp_avg_sp_bb_pct,0.0
